,0,1
136,0.3655179,0.6344821
137,0.40976423,0.59023577
138,0.69936913,0.30063087
139,0.625438,0.37456203
140,0.42546862,0.5745314
141,0.685985,0.31401497
142,0.66895974,0.3310403
143,0.64953536,0.35046464
144,0.6050619,0.39493808
145,0.67143595,0.32856405
146,0.49721217,0.5027878
147,0.5381345,0.46186548
148,0.56018674,0.4398133
149,0.7144235,0.28557652
150,0.6181463,0.3818537
151,0.7148454,0.2851546
152,0.5772245,0.42277554
153,0.6568649,0.3431351
154,0.6748009,0.3251991
155,0.33413374,0.66586626
156,0.2863148,0.7136852
157,0.5540294,0.4459706
158,0.55479455,0.44520548
159,0.23165631,0.7683437
160,0.51948786,0.48051214
161,0.5059518,0.49404818
162,0.53826,0.46174002
163,0.8184341,0.18156588
164,0.5443102,0.45568982
165,0.74326503,0.256735
166,0.6623304,0.33766964
167,0.6229491,0.37705088
168,0.19865024,0.80134976
169,0.47852033,0.52147967
170,0.50628984,0.4937102
171,0.33353776,0.66646224
172,0.5178375,0.48216245
173,0.5410769,0.45892313
174,0.4446422,0.5553578
175,0.6210598,0.3789402
176,0.45695072,0.5430493
177,0.6546137,0.34538633
178,0.24578321,0.7542168
179,0.708534,0.291466
180,0.5524482,0.4475518
181,0.63475275,0.36524728
182,0.4359334,0.5640666
183,0.4931199,0.5068801
184,0.7624556,0.23754443
185,0.17807722,0.8219228
186,0.63325727,0.3667427
187,0.24472034,0.75527966
188,0.5637575,0.43624252
189,0.76487243,0.2351276
190,0.35582912,0.6441709
191,0.58590496,0.41409504
192,0.34688002,0.65312
193,0.5005857,0.49941435
194,0.5321752,0.46782482
195,0.7425525,0.2574475
196,0.44135565,0.55864435
197,0.49357563,0.50642437
198,0.35525686,0.64474314
199,0.5182531,0.4817469
200,0.5490903,0.45090967
201,0.39034247,0.6096575
202,0.7290042,0.2709958
203,0.38285,0.61715
204,0.4601463,0.5398537
205,0.5316731,0.46832693
206,0.5595614,0.44043863
207,0.4066648,0.5933352
208,0.602844,0.397156
209,0.40840924,0.59159076
210,0.5286299,0.4713701
211,0.49145085,0.50854915
212,0.5670104,0.43298957
213,0.5402228,0.45977718
214,0.5714174,0.4285826
215,0.7307894,0.26921055
216,0.39363527,0.6063647
217,0.4027257,0.5972743
218,0.63147295,0.36852702
219,0.57433283,0.4256672
220,0.51722986,0.48277014
221,0.65624917,0.34375086
222,0.46016598,0.539834
223,0.47765416,0.52234584
224,0.6692743,0.33072573
225,0.41191828,0.5880817
226,0.6685589,0.3314411
227,0.5079709,0.4920291
228,0.6250055,0.37499452
229,0.3761366,0.6238634
230,0.5552197,0.4447803
231,0.2481724,0.7518276
232,0.34446782,0.6555322
233,0.4793858,0.5206142
234,0.57567203,0.424328
235,0.47643733,0.52356267
236,0.36639893,0.63360107
237,0.739118,0.260882
238,0.58274376,0.41725624
239,0.8108535,0.18914655
240,0.72040963,0.27959034
241,0.70339334,0.29660663
242,0.52965474,0.4703453
243,0.4324668,0.5675332
244,0.7549988,0.24500123
245,0.61121154,0.38878843
246,0.52241457,0.4775854
247,0.6244775,0.37552246
248,0.783114,0.216886
249,0.56454504,0.43545496
250,0.5023056,0.49769437
251,0.7146709,0.28532913
252,0.7126662,0.2873338
253,0.67010176,0.32989827
254,0.6990617,0.3009383
255,0.5319971,0.46800292
256,0.43937367,0.5606263
257,0.6080828,0.3919172
258,0.6292325,0.3707675
259,0.3089807,0.6910193
260,0.6066768,0.39332318
261,0.5040374,0.4959626
262,0.5070303,0.4929697
263,0.45240855,0.54759145
264,0.61714053,0.38285944
265,0.71406996,0.28593
266,0.601359,0.39864096
267,0.55767167,0.44232833
268,0.56454754,0.4354525
269,0.54213876,0.45786124
270,0.55605805,0.44394195
271,0.57955277,0.4204472
272,0.38037723,0.61962277
273,0.7236643,0.27633572
274,0.78434944,0.21565059
275,0.6981064,0.3018936
276,0.5117046,0.48829538
277,0.5075717,0.49242827
278,0.7994928,0.20050724
279,0.69238853,0.3076115
280,0.37879896,0.62120104
281,0.67670214,0.3232979
282,0.15926367,0.8407363
283,0.55479866,0.44520134
284,0.5763325,0.4236675
285,0.71778953,0.28221044
286,0.2955982,0.7044018
287,0.7397986,0.2602014
288,0.5762123,0.42378774
289,0.6887513,0.31124872
290,0.45607305,0.54392695
291,0.64358646,0.35641354
292,0.6455834,0.35441664
293,0.56912005,0.43087992
294,0.68099535,0.31900465
295,0.5153674,0.48463264
296,0.52514315,0.47485682
297,0.5291641,0.4708359
298,0.6184883,0.38151172
299,0.2695368,0.7304632
300,0.6872324,0.31276762
301,0.5713339,0.42866609
302,0.55592704,0.444073
303,0.4358586,0.5641414
304,0.7483636,0.25163642
305,0.48115104,0.51884896
306,0.66249585,0.33750412
307,0.7018328,0.29816723
308,0.58526635,0.41473362
309,0.61885726,0.38114277
310,0.6423099,0.3576901
311,0.36236566,0.63763434
312,0.3954587,0.6045413
313,0.63392735,0.36607268
314,0.60723734,0.39276263
315,0.6272416,0.37275836
316,0.66558516,0.3344148
317,0.48392642,0.5160736
318,0.5295293,0.47047073
319,0.6815057,0.31849432
320,0.44324476,0.55675524
321,0.5418979,0.45810214
322,0.67844725,0.32155278
323,0.62008053,0.37991947
324,0.46121395,0.53878605
325,0.59865487,0.4013451
326,0.6394725,0.3605275
327,0.65657926,0.34342074
328,0.54859316,0.4514068
329,0.66134214,0.33865783
330,0.7682688,0.23173119
331,0.60220206,0.39779797
332,0.47477323,0.5252268
333,0.5706879,0.42931214
334,0.5349282,0.4650718
335,0.67207134,0.3279287
336,0.52655816,0.47344187
337,0.4401124,0.5598876
338,0.4958765,0.5041235
339,0.7232164,0.27678356
340,0.5384453,0.4615547
341,0.5377804,0.4622196
342,0.55925685,0.44074315
343,0.46384257,0.5361574
344,0.45754814,0.54245186
345,0.65893185,0.34106815
346,0.51773334,0.48226666
347,0.6127184,0.3872816
348,0.7937411,0.20625892
349,0.47279024,0.52720976
350,0.48931873,0.5106813
351,0.3980348,0.6019652
352,0.4205671,0.5794329
353,0.3254609,0.6745391
354,0.68205327,0.31794673
355,0.57898504,0.42101496
356,0.35774493,0.64225507
357,0.3930984,0.6069016
358,0.5998964,0.40010363
359,0.61766183,0.38233817
360,0.6234054,0.3765946
361,0.6289873,0.37101272
362,0.7513858,0.24861416
363,0.40750772,0.5924923
364,0.59994805,0.40005195
365,0.6858399,0.31416014
366,0.42359412,0.5764059
367,0.7202086,0.2797914
368,0.51637053,0.48362947
369,0.53014463,0.46985537
370,0.68782055,0.31217945
371,0.61014944,0.38985056
372,0.52235967,0.47764033
373,0.56315136,0.4368486
374,0.43394035,0.56605965
375,0.503698,0.49630204
376,0.71222836,0.28777164
377,0.6325122,0.36748782
378,0.51375717,0.48624283
379,0.38769144,0.61230856
380,0.6343936,0.36560643
381,0.3961593,0.6038407
382,0.6078322,0.3921678
383,0.6549864,0.34501365
384,0.71734416,0.28265584
385,0.5493429,0.45065716
386,0.61725867,0.38274136
387,0.31721932,0.6827807
388,0.4861129,0.5138871
389,0.45288754,0.54711246
390,0.6254475,0.3745525
391,0.5942342,0.40576574
392,0.43667054,0.56332946
393,0.46259218,0.5374078
394,0.5581959,0.4418041
395,0.5975826,0.40241745
396,0.6769656,0.3230344
397,0.59281725,0.40718275
398,0.52823395,0.47176605
399,0.4830091,0.5169909
400,0.6987176,0.30128238
401,0.6514543,0.34854564
402,0.5961269,0.40387312
403,0.6395792,0.3604208
404,0.6504442,0.3495558
405,0.6215784,0.3784216
406,0.76885045,0.23114955
407,0.41267496,0.58732504
408,0.38935107,0.61064893
409,0.644982,0.35501805
410,0.55886805,0.44113192
411,0.6134341,0.38656595
412,0.78013784,0.21986215
413,0.24546742,0.7545326
414,0.5398049,0.46019512
415,0.66491777,0.33508223
416,0.40685803,0.593142
417,0.54015553,0.45984447
418,0.6319195,0.36808053
419,0.76139075,0.23860925
420,0.24498242,0.7550176
421,0.5756336,0.4243664
422,0.58137256,0.41862744
423,0.6213798,0.3786202
424,0.60889494,0.3911051
425,0.63894534,0.36105466
426,0.69291997,0.30708006
427,0.6495191,0.35048088
428,0.5053984,0.49460164
429,0.57428396,0.42571604
430,0.4621299,0.5378701
431,0.6033242,0.3966758
432,0.25471884,0.74528116
433,0.8079159,0.19208406
434,0.65882957,0.34117046
435,0.6394955,0.3605045
436,0.67699504,0.32300493
437,0.5917062,0.40829378
438,0.17110187,0.82889813
439,0.6654324,0.3345676
440,0.5546147,0.44538528
441,0.67195666,0.32804337
442,0.6867549,0.31324512
443,0.50209427,0.49790573
444,0.55874,0.44125998
445,0.6501321,0.34986788
446,0.4508546,0.5491454
447,0.41716266,0.58283734
448,0.58231974,0.41768023
449,0.6521118,0.34788817
450,0.7391761,0.2608239
451,0.74680436,0.2531956
452,0.5362099,0.46379012
453,0.5067773,0.49322268
454,0.7062155,0.29378453
455,0.39241236,0.60758764
456,0.68936193,0.3106381
457,0.6570711,0.3429289
458,0.6459113,0.35408872
459,0.6326946,0.36730537
460,0.38252544,0.61747456
461,0.62344265,0.37655735
462,0.601894,0.398106
463,0.48573697,0.51426303
464,0.5364437,0.46355632
465,0.62315476,0.37684524
466,0.4620582,0.5379418
467,0.6195917,0.38040826
468,0.6126543,0.3873457
469,0.7248697,0.2751303
470,0.8528298,0.14717016
471,0.63545644,0.36454356
472,0.6063702,0.3936298
473,0.7005931,0.29940686
474,0.51336944,0.4866306
475,0.53830045,0.46169955
476,0.43161935,0.56838065
477,0.52553344,0.4744666
478,0.5905911,0.40940896
479,0.5005204,0.4994796
480,0.49822932,0.5017707
481,0.47683394,0.52316606
482,0.6893345,0.31066552
483,0.19796681,0.8020332
484,0.5941113,0.40588865
485,0.41569632,0.5843037
486,0.5431515,0.45684847
487,0.6801391,0.31986088
488,0.5586846,0.4413154
489,0.54099524,0.4590048
490,0.653568,0.34643194
491,0.47842246,0.52157754
492,0.4741974,0.5258026
493,0.56291056,0.4370894
494,0.6026677,0.39733228
495,0.5084728,0.49152717
496,0.2778545,0.7221455
497,0.698775,0.301225
498,0.5604147,0.43958536
499,0.60218334,0.39781663
500,0.5484159,0.45158413
501,0.4367752,0.5632248
502,0.5815836,0.4184164
503,0.5131494,0.4868506
504,0.27020895,0.72979105
505,0.6048993,0.39510074
506,0.4586112,0.5413888
507,0.6838777,0.31612226
508,0.34217668,0.6578233
509,0.4320835,0.5679165
510,0.45579213,0.5442079
511,0.36200583,0.63799417
512,0.74840736,0.25159267
513,0.6359338,0.36406618
514,0.38447034,0.61552966
515,0.2019422,0.7980578
516,0.57019424,0.42980573
517,0.39394182,0.6060582
518,0.62874687,0.37125316
519,0.63817275,0.36182728
520,0.57572794,0.42427206
521,0.20450598,0.795494
522,0.5696316,0.4303684
523,0.5328027,0.46719727
524,0.43908054,0.56091946
525,0.3758027,0.6241973
526,0.3219999,0.6780001
527,0.75589085,0.24410912
528,0.69862914,0.30137086
529,0.5417011,0.45829892
530,0.5635402,0.4364598
531,0.64748913,0.35251087
532,0.48114032,0.5188597
533,0.65768266,0.3423173
534,0.5123236,0.4876764
535,0.49652785,0.50347215
536,0.6388624,0.36113763
537,0.5176157,0.4823843
538,0.73601186,0.26398817
539,0.1868779,0.8131221
540,0.53407073,0.4659293
541,0.50219375,0.49780625
542,0.54067075,0.45932922
543,0.47410476,0.52589524
544,0.44538814,0.55461186
545,0.57681036,0.42318964
546,0.41493553,0.5850645
547,0.73346114,0.2665389
548,0.584471,0.415529
549,0.3854624,0.6145376
550,0.6227081,0.3772919
551,0.5991416,0.40085843
552,0.67750704,0.322493
553,0.50717634,0.49282366
554,0.5388342,0.46116582
555,0.64818907,0.35181093
556,0.50194585,0.49805412
557,0.5811698,0.41883022
558,0.57417023,0.42582977
559,0.70107245,0.29892752
560,0.68962276,0.31037727
561,0.4549032,0.5450968
562,0.7408698,0.25913018
563,0.63201475,0.36798522
564,0.513576,0.48642403
565,0.6013435,0.3986565
566,0.5340204,0.46597958
567,0.6426977,0.35730234
568,0.6886246,0.3113754
569,0.6692393,0.33076075
570,0.69217575,0.30782422
571,0.66810244,0.33189756
572,0.62029094,0.37970906
573,0.7424898,0.25751022
574,0.6475738,0.35242614
575,0.5356678,0.46433225
576,0.55608463,0.44391534
577,0.35710073,0.6428993
578,0.6904789,0.30952108
579,0.71619177,0.28380826
580,0.6283809,0.37161914
581,0.6091338,0.39086622
582,0.4655494,0.5344506
583,0.7204906,0.27950943
584,0.7132699,0.2867301
585,0.42926693,0.5707331
586,0.59051585,0.40948412
587,0.46256578,0.5374342
588,0.61634505,0.38365495
589,0.3929404,0.6070596
590,0.48075008,0.5192499
591,0.59133685,0.40866318
592,0.55627584,0.44372413
593,0.82102776,0.17897223
594,0.609134,0.39086598
595,0.58856964,0.4114304
596,0.7289296,0.27107042
597,0.41638458,0.5836154
598,0.34034306,0.65965694
599,0.33301002,0.66699
600,0.45330018,0.5466998
601,0.49886423,0.50113577
602,0.5419785,0.45802155
603,0.65541786,0.34458214
604,0.3867616,0.6132384
605,0.63360274,0.36639726
606,0.25740087,0.7425991
607,0.68935394,0.31064603
608,0.7865225,0.21347748
609,0.6164998,0.38350025
610,0.55221057,0.4477894
611,0.5896943,0.41030568
612,0.6822356,0.31776443
613,0.56689525,0.43310472
614,0.23961294,0.76038706
615,0.53554976,0.4644502
616,0.5014705,0.4985295
617,0.4046408,0.5953592
618,0.62956715,0.37043285
619,0.4000312,0.5999688
620,0.6544441,0.34555593
621,0.64815146,0.35184854
622,0.6083275,0.39167252
623,0.6047023,0.3952977
624,0.4117896,0.5882104
625,0.6388382,0.36116186
626,0.6515542,0.34844574
627,0.4625064,0.5374936
628,0.4343034,0.5656966
629,0.5699941,0.4300059
630,0.45977366,0.54022634
631,0.6215354,0.37846455
632,0.39234138,0.6076586
633,0.260121,0.739879
634,0.6824282,0.31757182
635,0.45507175,0.54492825
636,0.383946,0.616054
637,0.71583426,0.28416577
638,0.2697736,0.7302264
639,0.46520972,0.5347903
640,0.2774567,0.7225433
641,0.6446738,0.3553262
642,0.44752222,0.5524778
643,0.6793765,0.32062355
644,0.5459064,0.45409355
645,0.39173186,0.60826814
646,0.5394644,0.4605356
647,0.54185987,0.45814013
648,0.64073503,0.359265
649,0.6675819,0.33241808
650,0.73771274,0.2622873
651,0.639598,0.360402
652,0.5972649,0.40273508
653,0.36414903,0.63585097
654,0.54027236,0.45972764
655,0.5173538,0.48264626
656,0.6116668,0.38833323
657,0.72335064,0.27664933
658,0.47448212,0.5255179
659,0.40367728,0.5963227
660,0.31039166,0.68960834
661,0.47706503,0.522935
662,0.51120627,0.48879376
663,0.3376577,0.6623423
664,0.63858855,0.36141148
665,0.70554006,0.29445997
666,0.6441386,0.35586143
667,0.4822247,0.5177753
668,0.44154084,0.55845916
669,0.6840254,0.31597456
670,0.27444017,0.72555983
671,0.60746515,0.39253482
672,0.57369596,0.42630404
673,0.5419551,0.45804486
674,0.47842366,0.52157634
675,0.48151755,0.51848245
676,0.4263996,0.5736004
677,0.55999494,0.4400051
678,0.67533016,0.32466987
679,0.66593105,0.33406895
680,0.4030887,0.5969113
681,0.55897045,0.44102952
682,0.38452685,0.61547315
683,0.44697088,0.5530291
684,0.47478205,0.52521795
685,0.5425198,0.45748022
686,0.44077837,0.5592216
687,0.4917848,0.5082152
688,0.6436408,0.35635918
689,0.35375768,0.6462423
690,0.7551515,0.24484852
691,0.59809303,0.40190694
692,0.4337021,0.5662979
693,0.4581322,0.5418678
694,0.6802486,0.31975135
695,0.6320118,0.36798823
696,0.5285893,0.4714107
697,0.45823884,0.54176116
698,0.5406274,0.45937258
699,0.47705418,0.5229458
700,0.5215055,0.47849452
701,0.43954462,0.5604554
702,0.29433012,0.7056699
703,0.5767617,0.42323828
704,0.24307716,0.75692284
705,0.36870742,0.6312926
706,0.66624445,0.33375555
707,0.56896645,0.43103355
708,0.50708675,0.49291328
709,0.50912064,0.49087936
710,0.7211632,0.2788368
711,0.3926379,0.6073621
712,0.6272135,0.37278655
713,0.59722954,0.40277046
714,0.5171038,0.48289624
715,0.65524936,0.34475067
716,0.6590489,0.3409511
717,0.56562686,0.43437314
718,0.3421383,0.6578617
719,0.7081059,0.2918941
720,0.12201029,0.8779897
721,0.5088643,0.49113572
722,0.66019917,0.3398008
723,0.4680615,0.5319385
724,0.5448467,0.4551533
725,0.4765349,0.5234651
726,0.45928264,0.54071736
727,0.51719224,0.48280776
728,0.65959275,0.34040728
729,0.7105799,0.28942016
730,0.66768706,0.33231297
731,0.50272864,0.49727136
732,0.6686666,0.33133343
733,0.54112375,0.45887622
734,0.6974256,0.30257437
735,0.6231042,0.37689582
736,0.45430887,0.54569113
737,0.5841104,0.41588965
738,0.75342506,0.24657495
739,0.6269592,0.37304083
740,0.5633445,0.4366555
741,0.61198604,0.38801396
742,0.7590952,0.24090481
743,0.41858405,0.58141595
744,0.26476842,0.7352316
745,0.13733941,0.8626606
746,0.64431906,0.3556809
747,0.5396215,0.4603785
748,0.83727866,0.16272132
749,0.5825528,0.41744718
750,0.5261904,0.47380963
751,0.7900893,0.2099107
752,0.57301295,0.42698708
753,0.12891263,0.8710874
754,0.63630205,0.36369795
755,0.58237666,0.41762334
756,0.5990945,0.40090552
757,0.60492027,0.39507973
758,0.5402312,0.45976877
759,0.44685233,0.5531477
760,0.44716805,0.55283195
761,0.47076142,0.5292386
762,0.52956903,0.47043094
763,0.7109561,0.2890439
764,0.65390694,0.34609306
765,0.4343996,0.5656004
766,0.37173837,0.6282616
767,0.59162503,0.40837497
768,0.65699226,0.34300774
769,0.44505733,0.55494267
770,0.78408515,0.21591483
771,0.5078286,0.4921714
772,0.62919354,0.3708065
773,0.51584744,0.4841526
774,0.72426295,0.27573705
775,0.70980054,0.29019946
776,0.46591747,0.53408253
777,0.57287407,0.42712593
778,0.7747398,0.22526018
779,0.6103384,0.3896616
780,0.7526088,0.2473912
781,0.6259965,0.37400353
782,0.7230079,0.27699205
783,0.6031934,0.39680657
784,0.65663075,0.34336925
785,0.25906688,0.7409331
786,0.74132264,0.25867733
787,0.70201045,0.29798955
788,0.49714357,0.50285643
789,0.457785,0.542215
790,0.6165402,0.3834598
791,0.59827477,0.40172523
792,0.6787125,0.3212875
793,0.63477397,0.36522603
794,0.53412914,0.46587083
795,0.44543958,0.5545604
796,0.6226424,0.3773576
797,0.7239362,0.27606377
798,0.5091928,0.4908072
799,0.8016297,0.19837028
800,0.6013464,0.3986536
801,0.5289804,0.47101963
802,0.5122639,0.48773608
803,0.59636265,0.40363735
804,0.5905401,0.4094599
805,0.3374411,0.6625589
806,0.424061,0.575939
807,0.43961155,0.56038845
808,0.6211593,0.37884066
809,0.6824972,0.3175028
810,0.7348346,0.2651654
811,0.6374954,0.3625046
812,0.67436963,0.32563037
813,0.23433262,0.7656674
814,0.5402248,0.4597752
815,0.42181706,0.57818294
816,0.69085944,0.30914056
817,0.43832678,0.5616732
818,0.67001414,0.32998586
819,0.6331003,0.3668997
820,0.58533984,0.41466016
821,0.43676597,0.56323403
822,0.34593028,0.6540697
823,0.57447886,0.42552114
824,0.63385427,0.3661457
825,0.80736053,0.1926395
826,0.65751797,0.34248203
827,0.4844975,0.5155025
828,0.472714,0.527286
829,0.72628856,0.27371144
830,0.48028725,0.51971275
831,0.60744196,0.39255804
832,0.64094543,0.3590546
833,0.30453688,0.6954631
834,0.6460654,0.3539346
835,0.66120565,0.33879435
836,0.68108976,0.31891027
837,0.6988684,0.30113164
838,0.7007011,0.29929888
839,0.73734295,0.26265708
840,0.24413401,0.755866
841,0.72693884,0.2730612
842,0.5568224,0.44317755
843,0.5035638,0.49643618
844,0.65423715,0.34576282
845,0.65270275,0.34729725
846,0.46955526,0.53044474
847,0.6728568,0.32714316
848,0.5835707,0.4164293
849,0.6194508,0.38054916
850,0.7088007,0.2911993
851,0.63563657,0.36436343
852,0.71978474,0.28021526
853,0.79568595,0.20431404
854,0.5616914,0.43830863
855,0.6702747,0.32972533
856,0.66475165,0.33524832
857,0.6320157,0.3679843
858,0.6463022,0.35369775
859,0.71741074,0.28258926
860,0.24776953,0.75223047
861,0.569286,0.43071398
862,0.58648443,0.41351557
863,0.6424525,0.35754752
864,0.45623958,0.5437604
865,0.6640099,0.33599004
866,0.81178105,0.18821894
867,0.63662314,0.3633769
868,0.7694152,0.23058479
869,0.6542262,0.34577385
870,0.7115516,0.2884484
871,0.6989616,0.30103835
872,0.6142324,0.3857676
873,0.37847584,0.62152416
874,0.64728665,0.35271335
875,0.6165472,0.38345274
876,0.5286906,0.47130945
877,0.33176178,0.6682382
878,0.41272378,0.5872762
879,0.5511828,0.4488172
880,0.8292462,0.17075378
881,0.6881433,0.3118567
882,0.47884917,0.5211508
883,0.66737413,0.33262587
884,0.7476641,0.25233594
885,0.6493025,0.35069752
886,0.6071768,0.39282322
887,0.20962477,0.79037523
888,0.6937282,0.30627176
889,0.78608847,0.21391152
890,0.5976443,0.4023557
891,0.6964912,0.30350882
892,0.48560423,0.5143958
893,0.52814156,0.47185844
894,0.49665803,0.503342
895,0.44190985,0.55809015
896,0.61135465,0.38864535
897,0.37987816,0.62012184
898,0.40028965,0.59971035
899,0.38060755,0.61939245
900,0.56110287,0.4388971
901,0.60428226,0.39571774
902,0.6861529,0.31384712
903,0.34886372,0.6511363
904,0.5634364,0.4365636
905,0.47523123,0.52476877
906,0.45109427,0.54890573
907,0.7497742,0.25022578
908,0.6311559,0.3688441
909,0.35626572,0.6437343
910,0.57116365,0.42883638
911,0.52439594,0.4756041
912,0.6678927,0.3321073
913,0.7076916,0.2923084
914,0.3753404,0.6246596
915,0.596786,0.40321395
916,0.5064562,0.4935438
917,0.48123515,0.51876485
918,0.63372886,0.36627114
919,0.6945547,0.30544528
920,0.4148165,0.5851835
921,0.7469784,0.25302157
922,0.49779248,0.5022075
923,0.66313237,0.33686763
924,0.40385866,0.59614134
925,0.7806468,0.21935323
926,0.57610905,0.42389092
927,0.4075368,0.5924632
928,0.34465158,0.6553484
929,0.57229865,0.42770138
930,0.6655799,0.33442006
931,0.79226154,0.20773844
932,0.42963344,0.57036656
933,0.33996612,0.6600339
934,0.75512534,0.24487464
935,0.64618194,0.3538181
936,0.5270326,0.4729674
937,0.41879553,0.5812045
938,0.6775293,0.32247072
939,0.34469378,0.6553062
940,0.44639587,0.5536041
941,0.7962789,0.20372112
942,0.54595876,0.45404124
943,0.58730495,0.41269505
944,0.528454,0.471546
945,0.627092,0.37290803
946,0.56285524,0.43714473
947,0.11826438,0.8817356
948,0.46863228,0.5313677
949,0.6812372,0.31876275
950,0.6233591,0.37664092
951,0.3407722,0.6592278
952,0.501148,0.49885204
953,0.59887177,0.40112823
954,0.7389997,0.26100025
955,0.56532466,0.43467534
956,0.38645732,0.6135427
957,0.45225132,0.5477487
958,0.39079702,0.609203
959,0.6313714,0.36862865
960,0.6751014,0.32489857
961,0.54740095,0.45259908
962,0.57542825,0.42457178
963,0.6448648,0.35513517
964,0.5071986,0.49280143
965,0.7139602,0.2860398
966,0.71945214,0.28054786
967,0.43795228,0.5620477
968,0.47437698,0.525623
969,0.40358663,0.5964134
970,0.5574437,0.44255632
971,0.7151364,0.28486362
972,0.21357995,0.78642005
973,0.5566262,0.44337383
974,0.7229747,0.27702528
975,0.4823888,0.5176112
976,0.46347547,0.53652453
977,0.5916628,0.40833718
978,0.51952726,0.48047274
979,0.6281708,0.3718292
980,0.7406143,0.25938568
981,0.7676805,0.23231944
982,0.6931363,0.30686373
983,0.60002875,0.39997125
984,0.43439198,0.565608
985,0.28406113,0.71593887
986,0.6433966,0.35660338
987,0.12434131,0.8756587
988,0.61468756,0.38531244
989,0.6885237,0.3114763
990,0.43118453,0.56881547
991,0.7932999,0.2067001
992,0.4527275,0.5472725
993,0.702747,0.297253
994,0.5743116,0.42568836
995,0.5799155,0.42008448
996,0.54593647,0.4540635
997,0.3873083,0.6126917
998,0.5182537,0.48174632
999,0.54084104,0.45915896
1000,0.6741383,0.32586166
1001,0.39499056,0.60500944
1002,0.50690603,0.493094
1003,0.7389536,0.26104644
